ID,Category,n_skills,skill_str
75297735,HEALTHCARE,10,"C++, Risk Management, Accounting, Compliance, CRM, Sales Strategy, Leadership, Mentoring, coursework in preparation for certified, medical practice executive certificate"
34758680,BANKING,14,"C++, VBA, SQL, Forecasting, QA, Budget Management, Accounting, Brand Design, Leadership, Communication, Negotiation, Presentation, Client Management, name city state supported certified"
10748989,DESIGNER,8,"C++, InDesign, 3D Modelling, Leadership, Problem Solving, Attention to Detail, Presentation, project management drafting certificate"
18635654,ACCOUNTANT,5,"C++, Accounting, QuickBooks, Financial Reporting, Communication"
21868149,AGRICULTURE,12,"C++, SAFe, Compliance, Sales Strategy, Communication, Critical Thinking, Presentation, Mentoring, city state zimbabwe executive certificate, distinction executive certificate, of zimbabwe achievements certificate, cereals pulses and oil seeds certificate"
64471954,HEALTHCARE,8,"C++, R, Statistics, Compliance, Communication, Problem Solving, Time Management, service optum received certification"
18827609,HR,10,"C++, Go, Resource Planning, Compliance, Brand Design, Social Media, Leadership, Communication, Teamwork, Presentation"
18645964,BANKING,4,"C++, Communication, Time Management, Mentoring"
93436805,CONSTRUCTION,9,"C++, C, Financial Reporting, Market Research, Communication, Problem Solving, Time Management, Attention to Detail, Presentation"
18176523,INFORMATION-TECHNOLOGY,14,"C++, SQL, Network Security, Firewall, Leadership, Problem Solving, Creativity, Presentation, Cross-functional, Azure Certified, CompTIA, gpa certifications microsoft certified, red hat administrator cma certified, microsoft products microsoft certified"
22632070,TEACHER,2,"C++, SAFe"
74191424,ADVOCATE,7,"C++, First Aid, Leadership, Problem Solving, Critical Thinking, Time Management, Adaptability"
17132168,DIGITAL-MEDIA,11,"C++, C, Oracle DB, Social Media, CRM, Sales Strategy, Leadership, Communication, Problem Solving, Mentoring, CompTIA"
18509268,APPAREL,2,"C++, Compliance"
19926135,ADVOCATE,9,"C++, Compliance, Nursing, Communication, Problem Solving, Critical Thinking, Negotiation, CompTIA, state usa gpa dean s list nha certification"
80503242,ADVOCATE,12,"C++, HTML, SQL, Data Warehouse, Digital Marketing, SEO, SEM, Social Media, CRM, Sales Strategy, Market Research, Analytics"
35554162,ACCOUNTANT,9,"C++, Oracle DB, Risk Management, Budget Management, Accounting, Financial Reporting, Compliance, Leadership, Communication"
24658786,DIGITAL-MEDIA,17,"JavaScript, C++, HTML, CSS, Data Analysis, Data Visualisation, QA, UI/UX Design, Video Editing, Photography, SEO, Social Media, Analytics, Leadership, Negotiation, Presentation, CompTIA"
75156649,FITNESS,3,"C++, Communication, Teamwork"
74512244,FINANCE,10,"C++, Oracle DB, Accounting, Sales Strategy, Leadership, Communication, Problem Solving, Time Management, CompTIA, july present position member certificate"
30826569,CHEF,6,"C++, Budget Management, Compliance, Patient Care, Communication, Presentation"
29093426,BANKING,8,"C++, R, Accounting, Financial Reporting, Risk Analysis, Compliance, Communication, Problem Solving"
19397727,ENGINEERING,7,"C++, Communication, Attention to Detail, flash live electrical and esd certified, for department e s d certified, education certificates state certificate, army ft huachuca az completed certificate"
27490876,HR,6,"C++, Compliance, Leadership, Presentation, placement applicant screening certification, business november shrm class certificate"
15932017,FITNESS,7,"C++, Patient Care, First Aid, Communication, oriented cpr and first aid certified, city state personal training certification, knowledge first aid and cpr certified"
48037995,INFORMATION-TECHNOLOGY,7,"C++, Data Analysis, QA, SAFe, Patient Care, Pharmacology, CompTIA"
34319869,DIGITAL-MEDIA,10,"C++, Data Analysis, GitHub, Jira, Accounting, SAP, CRM, Leadership, Communication, Cross-functional"
28974459,ADVOCATE,16,"C++, Auditing, Compliance, Patient Care, Medical Coding, Nursing, First Aid, Communication, Problem Solving, charting specialist cpr bls certified, shift educational background certificate, institute medical assistant certificate, nm certifications ekg cpr certified, cpr medical assistant certificate, assistant medical assistant certificate, access clerical coding cpr cpr certified"
38698573,ADVOCATE,6,"C++, SAFe, Compliance, Communication, Teamwork, CompTIA"
31454430,SALES,3,"C++, Teamwork, Time Management"
26673507,BANKING,10,"C++, Risk Management, Financial Analysis, Accounting, Financial Reporting, Leadership, Time Management, us bank omega credit analysis certification, development and leadership certificate, us bank fdic certification"
95769832,FITNESS,3,"C++, First Aid, Communication"
73077810,HR,4,"C++, QuickBooks, Compliance, Mentoring"
17847636,ADVOCATE,11,"C++, Compliance, Medical Coding, EMR/EHR, Surgery, First Aid, Communication, Attention to Detail, assistant billing cpr certified, administrative assistant certificate, to detail billing cpr certified"
27914096,FINANCE,9,"C++, Forecasting, Budget Management, Financial Analysis, Accounting, Financial Reporting, Compliance, Communication, Attention to Detail"
10265057,INFORMATION-TECHNOLOGY,12,"Python, Java, C++, C, MATLAB, SQL, Statistics, Data Analysis, HTTPS/TLS, Communication, Cross-functional, CompTIA"
34146825,ARTS,6,"C++, C, Communication, Teamwork, Attention to Detail, CompTIA"
31556198,FITNESS,4,"C++, Communication, Time Management, Presentation"
25718772,AVIATION,17,"Java, C++, Linux, Unix, QA, Network Security, VPN, TCP/IP, Compliance, Communication, Teamwork, Problem Solving, CCNA, CompTIA, environment qualifications sun certified, help desk experience cisco certified, gpa emphasis in mous training certificate"
29184740,SALES,7,"C++, Social Media, Communication, Problem Solving, Mentoring, CompTIA, of firefighters within post certification"
24703983,AUTOMOBILE,5,"C++, C, Accounting, Financial Reporting, Problem Solving"
93512385,ADVOCATE,6,"C++, Financial Analysis, Accounting, Investment Banking, Valuation, accomplishments fmc level i certification"
14150896,ARTS,3,"C++, Social Media, CompTIA"
15941675,ENGINEERING,9,"C++, R, Data Analysis, QA, Compliance, Communication, Time Management, pharmacy exemptee certificate, hazmat industrial technician certificate"
95085510,FITNESS,3,"C++, QA, Communication"
20417897,HR,6,"C++, Oracle DB, Six Sigma, Accounting, SAP, projects maintained certified"
21321598,PUBLIC-RELATIONS,8,"C++, UI/UX Design, Social Media, Leadership, Communication, Teamwork, Time Management, skills microsoft excel certified"
25038571,DIGITAL-MEDIA,7,"C++, Digital Marketing, Social Media, Sales Strategy, Leadership, Problem Solving, Cross-functional"
27246366,CONSTRUCTION,10,"C++, SAFe, Budget Management, Compliance, Leadership, CompTIA, leed or other environmentally certified, construction specialist osha certified, forklift and hazmat certified, construction trades technology certificate"
12043694,AVIATION,13,"C++, R, Network Security, TCP/IP, Compliance, Time Management, CompTIA, patch management and security certificate, in information system security certificate, state certifications comptia a certified, pursuing network security certification, centriq administrator program certificate, fire fighting school skills a certified"
24592627,AUTOMOBILE,5,"C++, Communication, Teamwork, accomplishments earned a certified, iasiu international training certified"
85766635,PUBLIC-RELATIONS,9,"C++, Spring, Accounting, Compliance, Photoshop, Social Media, Leadership, Communication, CompTIA"
24611721,FINANCE,3,"C++, Resource Planning, Accounting"
13675377,FITNESS,8,"C++, Compliance, Patient Care, Anatomy, Physiology, EMR/EHR, Surgery, college personal trainer certification"
15100547,AUTOMOBILE,6,"C++, QA, Risk Management, Communication, Problem Solving, Negotiation"
25924968,CHEF,5,"C++, SAFe, Photoshop, Problem Solving, and problem solving serve safe certified"
26585242,HEALTHCARE,9,"C++, SQL, SQL Server, Data Analysis, Budget Management, Compliance, Problem Solving, CompTIA, administration certifications certificate"
19149865,BANKING,9,"C++, C, R, QA, Accounting, Communication, Mentoring, Client Management, CompTIA"
24550866,HEALTHCARE,10,"C++, Data Analysis, QA, Accounting, Compliance, Medical Coding, Communication, Critical Thinking, management information systems certified, implementation manager certification"
43685045,ACCOUNTANT,8,"C++, Oracle DB, Accounting, QuickBooks, Financial Reporting, Compliance, Leadership, CompTIA"
39855211,ENGINEERING,8,"C++, Risk Management, Compliance, Communication, Problem Solving, Critical Thinking, Time Management, Multitasking"
40018190,INFORMATION-TECHNOLOGY,5,"C++, Accounting, SAP, CompTIA, ic internet and computing core certification"
23951429,DESIGNER,7,"C++, Compliance, Leadership, Communication, Problem Solving, CompTIA, during busy periods education certificate"
93828034,PUBLIC-RELATIONS,12,"C++, Data Analysis, Agile, Budget Management, Photoshop, UI/UX Design, Digital Marketing, SEO, Social Media, Analytics, Copywriting, Leadership"
25451319,HEALTHCARE,14,"C++, Budget Management, Accounting, Financial Reporting, Compliance, Patient Care, Healthcare Management, Leadership, Communication, Teamwork, Problem Solving, Time Management, Creativity, facilitate good communication certified"
15471999,DESIGNER,7,"C++, Leadership, Communication, Teamwork, Problem Solving, Time Management, Client Management"
25846894,ACCOUNTANT,9,"C++, Accounting, Auditing, QuickBooks, Financial Reporting, Radiology, Teamwork, Problem Solving, CompTIA"
23416654,ACCOUNTANT,12,"C++, R, QA, Accounting, ERP, QuickBooks, Financial Reporting, Compliance, Leadership, Communication, CPA, of bank borrowing base certificate"
18448085,AUTOMOBILE,23,"Python, C++, R, MATLAB, SQL, MySQL, Oracle DB, Scikit-learn, Pandas, NumPy, Matplotlib, Random Forest, Statistics, Data Analysis, Data Visualisation, Forecasting, Spark, Six Sigma, 3D Modelling, Leadership, Problem Solving, Six Sigma Certified, systems engineering graduate certified"
11877150,FINANCE,9,"C++, C, Budget Management, Accounting, Communication, Critical Thinking, Time Management, Adaptability, Attention to Detail"
12254068,CHEF,5,"C++, Nursing, Surgery, Teamwork, Creativity"
16702198,HEALTHCARE,8,"C++, C, Compliance, Sales Strategy, Presentation, university babm boston ma certified, medical representative certification, ri ma and ct certifications certified"
28139742,SALES,11,"C++, Data Analysis, QA, Risk Management, Compliance, Illustrator, Social Media, Leadership, Communication, Mentoring, CompTIA"
24103168,ACCOUNTANT,9,"C++, Forecasting, Accounting, SAP, ERP, Financial Reporting, Problem Solving, Critical Thinking, ens cachan city france certificate"
39675895,FINANCE,6,"C++, Data Analysis, Financial Analysis, Leadership, Communication, Presentation"
27888251,AGRICULTURE,5,"C++, QA, Compliance, Presentation, Mentoring"
52246737,INFORMATION-TECHNOLOGY,20,"C++, Linux, Statistics, Forecasting, Network Security, Firewall, VPN, TCP/IP, DNS, Risk Management, Risk Analysis, Compliance, Problem Solving, Negotiation, Mentoring, Cross-functional, CompTIA, network security comptia a certification, comptia security certification, skills a certification"
20986595,DESIGNER,12,"C++, Accounting, Budget Forecasting, Illustrator, InDesign, Market Research, Analytics, Leadership, Communication, Teamwork, Adaptability, CompTIA"
14966165,PUBLIC-RELATIONS,8,"C++, Budget Management, Compliance, Leadership, Teamwork, Presentation, results certifications certified, trainer bridges out of poverty certified"
28326441,DESIGNER,15,"C++, Budget Management, Photoshop, Illustrator, InDesign, 3D Modelling, Brand Design, Social Media, Market Research, Product Marketing, Teamwork, Time Management, Attention to Detail, Presentation, Cross-functional"
34554248,HR,8,"C++, SAFe, Budget Management, Accounting, Social Media, Leadership, april sigma six yellow belt certification, phr certification"
25142074,APPAREL,5,"C++, Social Media, Communication, weaving yoga meditation certified, ma hour yoga teacher certification"
18997135,ADVOCATE,4,"C++, Leadership, Teamwork, Presentation"
28609364,DIGITAL-MEDIA,11,"C++, Valuation, Social Media, Sales Strategy, Communication, Problem Solving, Critical Thinking, Creativity, CompTIA, usa marketing professional certificate, marketing executive management certificate"
13586069,CONSULTANT,14,"C++, SQL, MySQL, Machine Learning, PMP, Financial Analysis, Auditing, Compliance, Healthcare Management, UI/UX Design, Lead Generation, Sales Strategy, Analytics, Presentation"
13836471,INFORMATION-TECHNOLOGY,12,"C++, R, SQL, SQL Server, Firewall, VPN, DNS, QuickBooks, Budget Forecasting, CompTIA, and maintenance of certification, computer technician april certification"
14790629,AVIATION,11,"C++, First Aid, Sales Strategy, Product Marketing, Leadership, Communication, Teamwork, Time Management, Attention to Detail, Negotiation, Presentation"
23438227,ENGINEERING,7,"C++, C, R, Accounting, 3D Modelling, and training food handler certificate, and recognition letters certified"
26279402,AVIATION,3,"C++, SAFe, CompTIA"
34689720,TEACHER,3,"C++, Compliance, Leadership"
30337969,CHEF,10,"C++, Go, Budget Management, Resource Planning, Accounting, Patient Care, Physiology, Sales Strategy, Communication, neurobiology accomplishments certified"
29091445,HR,5,"C++, Taxation, SAP, move notices administer the certificate, corresoindence by email or certified"
65062795,CONSULTANT,14,"Java, C++, R, PHP, MATLAB, HTML, CSS, jQuery, SQL, Oracle DB, SQL Server, QA, Problem Solving, during the period of work certified"
13343786,DIGITAL-MEDIA,13,"C++, Statistics, Risk Management, Resource Planning, Accounting, SAP, Compliance, Communication, Time Management, CompTIA, certifications fmla specialist certification, hr certification, benefits and compensation certification"
